,Unnamed: 0,author,title,description,url,urlToImage,Date,content,source.id,Source
52,52,Mat Smith,The Morning After: Industry leaders say AI presents 'risk of extinction' on par with nuclear war,"With the rise of AI language models and tools like ChatGPT and Bard, we've heard warnings from people involved, like Elon Musk, about the risks posed by AI. Now, a group of high-profile industry leaders has issued a one-sentence statement: “Mitigating the ris…",https://www.engadget.com/the-morning-after-industry-leaders-say-ai-presents-risk-of-extinction-on-par-with-nuclear-war-111545269.html,https://s.yimg.com/uu/api/res/1.2/QEXUJO6VnMtfc92eqjj4QA--~B/Zmk9ZmlsbDtoPTYzMDtweW9mZj0wO3c9MTIwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2023-02/aee5ff80-a867-11ed-bb3f-bb42181ba6dd.cf.jpg,2023-05-31 11:15:45,The Morning After Industry leaders say AI presents risk of extinction on par with nuclear war And that it needs to be a global priority With the rise of AI language models and tools like ChatGPT and Bard we ve heard warnings from people involved like Elon Musk about the risks posed by AI Now a group of high profile industry leaders has issued a one sentence statement Mitigating the risk of extinction from AI should be a global priority alongside other societal scale risks such as pandemics and nuclear war That s heavy It was posted to the Center for AI Safety an organization with the mission to reduce societal scale risks from artificial intelligence according to its website Signatories include OpenAI chief executive Sam Altman and Google DeepMind head Demis Hassabis Turing Award winning researchers Geoffrey Hinton and Yoshua Bengio the godfathers of modern AI also put their names to it Hinton recently left Google over ethical concerns It s not the first statement like this In March Elon Musk Steve Wozniak and more than   others called for a six month pause on AI to allow industry and the public to effectively catch up to the technology Recent months have seen AI labs locked in an out of control race to develop and deploy ever more powerful digital minds that no one not even their creators can understand predict or reliably control the letter stated No specific scenarios elaborate on how AI could threaten humanity but there s been more than enough science fiction to make me think of worst cases Thanks The Matrix Mat Smith The Morning After isn t just a newsletter it s also a daily podcast Get our daily audio briefings Monday through Friday by subscribing right here The biggest stories you might have missed Twitter is testing Community Notes for images Apple Music s dedicated classical app arrives on Android Sony s new WH CHN wireless headphones drop to  on Amazon The best Nintendo Switch controllers for every player level The best mobile microphones for  A mechanically perfect romp through a shallow world Blizzard The story of Diablo IV opens decades after the end of Diablo III with the world still reeling from the events of that game Your character is in pursuit of Lilith the daughter of Mephisto one of the Prime Evils you defeated in Diablo II Sometimes you ll discover some interesting lore or a named enemy that will drop an item with unique flavor text Still those moments are few and far between according to Engadget s Igor Bonifacic Diablo IV will be available on PC PlayStation and Xbox on June th Continue reading You can no longer set an alarm or order Tide Pods with Melissa McCarthy Amazon is ditching all of its Alexa enabled celebrity voices including Shaquille O Neal Melissa McCarthy and Samuel L Jackson The celebrity voice assistant features were fairly limited when compared to Alexa s full feature set as the celebs won t do reminders and don t integrate with many skills They do however tell jokes answer questions and complete simple voice assisted tasks Why get rid of the voices now Reports suggest Amazon is building its own large language model LLM like ChatGPT to transform Alexa radically and celebrity voices may no longer fit that setup Continue reading The Hammerhead Pro HyperSpeed lets you skip Bluetooth Razer has introduced Hammerhead Pro HyperSpeed buds that include a  GHz RF adapter to plug into the USB C port there s an included USB A adapter on your computer or console This expands support to more devices of course but it also drops latency to ms versus ms for the Bluetooth based Gaming Mode The Hammerhead Pro Hyperspeed earbuds are available now for  Continue reading A switch to a Snapdragon chip could solve complaints about longevity engadget A report from toGoogle claims the Pixel Watch  will switch from Samsung s  era Exynos  to one of Qualcomm s much newer Snapdragon W models Although the battery in the new smartwatch isn t significantly bigger the longevity is supposed to be much improved Reportedly it can last over a day with the always on display enabled The Pixel Watch  could also house the same health sensors as the Fitbit Sense  Google owns Fitbit now remember That could introduce ways to measure stress skin temperature and other metrics When might we see it Well a previous rumor hinted the Pixel Watch  will debut alongside the Pixel  this fall Continue reading,engadget,Engadget
53,53,Benj Edwards,"Fearing leaks, Apple restricts its employees from using ChatGPT and AI tools",Cloud AI tools could leak confidential Apple company data; Apple works on its own LLM.,https://arstechnica.com/information-technology/2023/05/fearing-leaks-apple-restricts-its-employees-from-using-chatgpt-and-ai-tools/,https://cdn.arstechnica.net/wp-content/uploads/2023/05/no_chatgpt_hero_3-760x380.jpg,2023-05-19 16:16:03,According to internal sources and company documents reviewed by The Wall Street Journal Apple has restricted its employees use of ChatGPT and AI coding tools such as GitHub Copilot for fear of leaking confidential data to outside sources Meanwhile Apple is also reportedly developing similar AI technology ChatGPT is a conversational large language model LLM developed by Microsoft backed OpenAI that is capable of tasks ranging from answering questions and writing essays to assisting with programming chores Currently the ChatGPT AI model only runs on OpenAI or Microsoft servers and is accessible through the Internet Apple s decision to limit the use of external AI tools stems from a concern that confidential data could be exposed due to the nature of these AI models which send user data back to developers for cloud processing and assistance in future AI model improvements OpenAI previously faced privacy issues with ChatGPT when a bug permitted some users to access information from other users chat history In response to criticism from Italy OpenAI implemented an option for users to turn off their chat history which also prevents OpenAI from training future AI models using their chat history data An ongoing trend Apple is well known for its rigorous security measures and its decision to ban external AI tool use reflects a growing trend among companies such as Samsung and JPMorgan Chase The Wall Street Journal reports that Amazon encouraged its engineers to utilize its proprietary AI tools like CodeWhisperer for coding assistance instead of external tools Advertisement To address privacy concerns among businesses Microsoft recently announced plans to launch a privacy focused version of ChatGPT that would target banks health care providers and other large organizations with heightened concerns about data leaks and regulatory compliance This more expensive business version of ChatGPT is set to run on dedicated servers separate from those used by other companies or individual users which is expected to help prevent inadvertent data leaks and prevent sensitive data from being used to train the AI language model Even so it s doubtful a high profile competitor like Apple would trust Microsoft with its confidential data under these circumstances Apple s internal AI developments The Wall Street Journal also says that Apple is working on its own LLMs under the leadership of John Giannandrea a former Google employee who is now Apple s senior vice president of Machine Learning and AI Strategy Recently we covered an internal report from The Information that questioned the conservatism of Apple s AI strategy amid criticism of drawbacks in its now seemingly outdated Siri voice assistant Siri which launched in  briefly inspired a miniature version of the AI hype we re seeing now It s important to note that while Apple has restricted ChatGPT use for its employees that ban does not extend to Apple users Just yesterday OpenAI released an official ChatGPT client for iPhone users in the US who can now easily access the tool on the go with an OpenAI account,ars-technica,Ars Technica
54,54,Andrew Tarantola,White House reveals its next steps towards 'responsible' AI development,"The White House has made responsible AI development a focus of this administration in recent months, releasing a Blueprint AI Bill of Rights, developing a risk management framework, committing $140 million to found seven new National Academies dedicated to AI…",https://www.engadget.com/white-house-reveals-its-next-steps-towards-responsible-ai-development-190636857.html,https://s.yimg.com/uu/api/res/1.2/wY_rnwyWu85Rp9_L3skd2w--~B/Zmk9ZmlsbDtoPTYzMDtweW9mZj0wO3c9MTIwMDthcHBpZD15dGFjaHlvbg--/https://media-mbst-pub-ue1.s3.amazonaws.com/creatr-uploaded-images/2023-03/1d499910-d3b4-11ed-bfbf-97ae859b8383.cf.jpg,2023-05-23 19:06:36,The White House has made responsible AI development a focus of this administration in recent months releasing a Blueprint AI Bill of Rights developing a risk management framework committing  million to found seven new National Academies dedicated to AI research and weighing in on how private enterprises are leveraging the technology On Tuesday the executive branch announced its next steps towards that goal including releasing an update to the National AI R D Strategic Plan for the first time since  as well as issuing a request for public input on critical AI issues The Department of Education also dropped its hotly anticipated report on the effects and risks of AI for students The OSTP s National AI R D Strategic Plan which guides the federal government s investments in AI research hadn t been updated since the Trump Administration when he gutted the OSTP staffing levels The plan seeks to promote responsible innovation in the field that serves the public good without infringing on the public s rights safety and democratic values having done so until this point through eight core strategies Tuesday s update adds a ninth establishing a principled and coordinated approach to international collaboration in AI research per the White House The federal government plays a critical role in ensuring that technologies like AI are developed responsibly and to serve the American people the OSTP argued in its release Federal investments over many decades have facilitated many key discoveries in AI innovations that power industry and society today and federally funded research has sustained progress in AI throughout the field s evolution The OSTP also wants to hear the publics thoughts on both its new strategies and the technology s development in general As such it is inviting interested individuals and organizations to submit their comments to one or more of nearly  prompt questions including How can AI rapidly identify cyber vulnerabilities in existing critical infrastructure systems and accelerate addressing them and How can Federal agencies use shared pools of resources expertise and lessons learned to better leverage AI in government through the Federal eRulemaking Portal by   pm ET on July   Responses should be limited to  pages of  point font The Department of Education also released its report on the promises and pitfalls of AI in schools on Tuesday focusing on the how it impacts Learning Teaching Assessment and Research Despite recent media hysteria about generative AIs like ChatGPT fomenting the destruction of higher education by helping students write their essays the DoE noted that AI can enable new forms of interaction between educators and students help educators address variability in learning increase feedback loops and support educators,engadget,Engadget
55,55,Juli Clover,OpenAI Launches Official ChatGPT App for iPhone and iPad,"OpenAI today announced the launch of an official ChatGPT app for the iPhone and the iPad. OpenAI's ChatGPT has been accessible on the web and has been made available on iOS through multiple third-party apps, many of which are little better than scam apps, but…",https://www.macrumors.com/2023/05/18/openai-chatgpt-ios-app/,https://images.macrumors.com/t/p6i0_cvQLD2ueh_y4fQGrYwsHis=/2000x/article-new/2023/05/chatgpt-for-iphone.jpg,2023-05-18 17:56:37,OpenAI today announced the launch of an official ChatGPT app for the iPhone and the iPad OpenAI s ChatGPT has been accessible on the web and has been made available on iOS through multiple third party apps many of which are little better than scam apps but this legitimate version will give users a safe way to use ChatGPT on the go ChatGPT is an AI based chatbot that uses generative artificial intelligence to answer questions and provide advice on all manner of subjects OpenAI says that ChatGPT can help with all of the following Instant answers Get precise information without sifting through ads or multiple results Tailored advice Seek guidance on cooking travel plans or crafting thoughtful messages Creative inspiration Generate gift ideas outline presentations or write the perfect poem Professional input Boost productivity with idea feedback note summarization and technical topic assistance Learning opportunities Explore new languages modern history and more at your own pace History is synced across devices so you can see your ChatGPT interactions both on the web and on iOS devices and it integrates the Whisper speech recognition system As of right now ChatGPT for iOS is limited to the United States but OpenAI plans to bring it to additional countries in the coming weeks The company says that the app will see continuous feature and safety improvements based on user feedback The ChatGPT app is free to use but it does cost   per month for the ChatGPT Plus service That is the same price available through the web with Plus providing availability even when demand is high faster response times and priority access to new features such as GPT  the more advanced version of ChatGPT An OpenAI account is required to use the ChatGPT app and it can be downloaded from the App Store Direct Link,,MacRumors
56,56,Corinne Reichert,"Your iPhone Now Has ChatGPT AI, Too - CNET","OpenAI says an Android app is coming ""soon.""",https://www.cnet.com/tech/services-and-software/your-iphone-now-has-chatgpt-ai-too/,https://www.cnet.com/a/img/resize/7b6d562a59a510a770ec37325bea17f9cdf81749/hub/2023/05/18/e1f84082-50e8-47b1-8e9d-d7df6492dd56/untitled-design.png?auto=webp&fit=crop&height=675&width=1200,2023-05-19 14:09:00,OpenAI on Thursday dropped a ChatGPT app for iOS The new app gives you a way to take OpenAI s AI chatbot on the go The free app works on iPhones and iPads supports voice input and syncs your history across devices Like using ChatGPT on a computer the iOS app can answer questions help with travel plans write poems and more OpenAI said people who subscribe to ChatGPT Plus which costs  per month will get faster response times early access to features and be able to tap into GPT  on the iOS app The rollout of the iOS app begins in the US and will expand to more countries in the coming weeks OpenAI said Android users will get their own version soon the company said OpenAI kicked off the AI rush with the release of ChatGPT in November GPT  an update to the large language model that powers the ChatGPT chatbot was released in March According to OpenAI GPT  has fewer flaws produces more nuanced results and handles more complex tasks than earlier versions OpenAI continues to develop ChatGPT the company began rolling out plugins for the AI chatbot last month but has denied it s working on GPT  yet following an open letter signed by Elon Musk Steve Wozniak and others at the end of March The letter urged labs to take at least a six month pause in artificial intelligence development due to the profound risks to society In February Microsoft entered the AI chatbot realm with Bing AI search which makes use of ChatGPT and for which Microsoft earlier this week launched widgets on Android and iOS Rival Google followed with AI Bard in March The waitlist to try Bard has now been removed with the service publicly available as of this week Chinese giant Alibaba also unveiled a ChatGPT rival with both Chinese and English capabilities while Tesla and Twitter CEO Elon Musk has created an artificial intelligence company called X AI CNET has broken down the performance of ChatGPT Bing and Google Bard to work out which AI chatbot is the most helpful Editors note CNET is using an AI engine to create some personal finance explainers that are edited and fact checked by our editors For more see this post,,CNET
57,57,Rusty Blazenhoff,ChatGPT but in the 1980s,"In this retro reimagining by Squirrel Monkey, a popular YouTuber known for imagining modern tech in the past, we find ourselves stepping back to the neon-tinted late 1980s. The video humorously features a MS-DOS version of ChatGPT, a nod to a time when comput…",https://boingboing.net/2023/05/31/chatgpt-but-in-the-1980s.html,https://i0.wp.com/boingboing.net/wp-content/uploads/2023/05/ChatGPT-in-the-eighties.png?fit=1200%2C675&ssl=1,2023-05-31 13:15:10,In this retro reimagining by Squirrel Monkey a popular YouTuber known for imagining modern tech in the past we find ourselves stepping back to the neon tinted late s The video humorously features a MS DOS version of ChatGPT a nod to a time when computers ran on floppy disks and the phrase Artificial Intelligence was still confined to the realms of Sci fi books and movies To start messing around with this alt universe ChatGPT you re going to need a few s essentials a very fast PC preferably an Intel  a minimum of KB RAM a modem for those speedy dial up connections a MB hard disk drive considered massive at that time and the indispensable installation diskettes Once you ve wrestled with the comically tiresome installation process you can finally engage this alt ChatGPT with hard hitting questions that truly test the limits of s AI such as What color do you get when you mix blue with red Enjoy this humorous homage to a time when state of the art technology was anything but sleek showcasing a ChatGPT that s more retro chic than sci fi slick The Awesomer,,Boing Boing
58,58,insider@insider.com (Insider Intelligence),"ChatGPT and Generative AI in Payments: Reality, Hype, What's Next, and How to Prepare",ChatGPT is the most talked-about technology of 2023 and has caught the attention of payments services providers.,https://www.businessinsider.com/chatgpt-ai-in-payments-hype-how-to-prepare-reality-2023-may,https://i.insider.com/64414647632fda001803ccf4?width=1200&format=jpeg,2023-05-23 16:00:00,ChatGPT a conversational AI model built by OpenAI is the most talked about technology of  And it has caught the attention of payments services providers keen to unlock the potential of the generative AI that powers it Insider Intelligence Generative AI is set to revolutionize various sub verticals within the payments industry The most significant impact is expected to be seen in payment networks mobile wallet providers and issuing banks Over the next few years we expect to see many positive use cases for generative AI The most viable and valuable are believed to be in authentic chat personalization credit scoring payment optimization and fraud detection On the other hand there are a couple of not so promising use cases for generative AI in payments which include security and compliance While generative AI s rise may seem sudden it will take a considerable time for industries to fully embrace its disruptive impact Want to learn where generative AI has the greatest impact in payments the most and least promising use cases for the technology and actionable steps for providers to prepare for its rise Click here to purchase the full report and use code CHATGPT for  off,business-insider,Business Insider
59,59,amok@insider.com (Aaron Mok),The official ChatGPT app for iPhones is here,"Android owners will have to wait, but OpenAI's official app for ChatGPT is here for iPhones, and can answer voice queries and sync search histories.",https://www.businessinsider.com/chatgpt-app-for-iphone-ipad-ios-openai-2023-5,https://i.insider.com/64666b37fb9a9d0018c91aff?width=1200&format=jpeg,2023-05-18 18:14:13,OpenAI s ChatGPT app is now available to iPhone users in the US The ChatGPT app can answer voice queries and sync search histories across devices The app will roll out in countries outside the US as well as Android users soon Morning Brew Insider recommends waking up with a daily newsletter Loading Something is loading Thanks for signing up Access your favorite topics in a personalized feed while you re on the go download the app Email address By clicking Sign Up you also agree to marketing emails from both Insider and Morning Brew and you accept Insider s Terms and Privacy Policy Click here for Morning Brew s privacy policy It s official the ChatGPT mobile app is now available to iPhone users in the US In addition to answering your text based questions the free app launched by OpenAI this week can also answer voice queries through Whisper an integrated speech recognition system It includes the same features as the web browser version and can sync a user s search history across devices A screenshot of Insider s Aaron Mok using OpenAI s ChatGPT app Insider ChatGPT users can now discover recipes generate gift ideas and summarize notes all from the comfort of their iPhones ChatGPT Plus subscribers can access GPT  ChatGPT s most advanced language model through the app At the moment the app is only available on the Apple App Store in the US though it will expand it to other countries over the next few weeks according to OpenAI As for Android users OpenAI said the ChatGPT app will be coming to your devices soon The release of the ChatGPT app comes months after OpenAI released the buzzy AI chatbot in November in  which attracted more than  million users two months after its launch,business-insider,Business Insider
60,60,Lakshmi Varanasi,"Americans who know about ChatGPT are mostly young, affluent, and well-educated","A new survey from Pew Research Center found that 58% of US adults are familiar with ChatGPT— especially younger, affluent, educated people.",https://www.businessinsider.com/chatgpt-potential-users-young-educated-and-rich-pew-survey-2023-5,https://i.insider.com/646e4bbaa739dc001809387d?width=1200&format=jpeg,2023-05-24 20:08:16,A new survey from Pew Research Center found that  of US adults are familiar with ChatGPT The survey also found that individuals from upper income households with postgraduate degrees were the most likely to know about ChatGPT Only  of all adults surveyed said they ve used the tool for work entertainment or to learn something new Morning Brew Insider recommends waking up with a daily newsletter Loading Something is loading Thanks for signing up Access your favorite topics in a personalized feed while you re on the go download the app Email address By clicking Sign Up you also agree to marketing emails from both Insider and Morning Brew and you accept Insider s Terms and Privacy Policy Click here for Morning Brew s privacy policy There s been a lot of chatter about ChatGPT recently OpenAI s buzzy online bot which can generate sentences that sound convincingly human became the fastest growing web app in history just months after launching The bot has frightened educators pushed lawmakers to consider regulating AI and left big tech giants scrambling to compete But who is actually using it Pew Research Center surveyed a little more than   U S adults in mid March to better understand who had heard about ChatGPT and who actually found the tool useful Those with more education and income Pew s survey found that  in  or approximately  of US adults are familiar with ChatGPT And the more formal education an individual has the more likely they are to know about ChatGPT Almost  of survey respondents with a postgraduate degree had heard a lot or at least a little about ChatGPT Among those with just a college degree though that figure fell to  It was even less just  for those with some amount of college Among those with a high school degree only  said they were familiar with ChatGPT The survey results were similar in regard to household income levels Approximately  of respondents that came from upper income households were familiar with ChatGPT while  of those in middle income households knew about the tool Only  of those from lower income households were aware of ChatGPT From tasks at work to entertainment Pew s survey also elucidated interesting patterns in how people are using ChatGPT Only  of respondents said they ve used ChatGPT for entertainment work or to learn something new Approximately  of respondents in Pew s Survey who had heard of ChatGPT said they use the tool for entertainment Another  said they use it to learn something new Around  use ChatGPT for work tasks Those from lower income households are more likely to use ChatGPT across the board Approximately  of those from lower income households are likely to use ChatGPT for work tasks compared with  from middle and upper income households respectively Younger people are more likely to find ChatGPT useful Overall a little more than a third of the respondents in Pew s survey who use ChatGPT found the tool to be extremely or very useful While another  of respondents thought the tool was only somewhat useful Younger users also perceive more utility in ChatGPT than older users Approximately  of respondents under the age of  using ChatGPT found it to be very or even extremely useful Just around a quarter of respondents over  said the same,business-insider,Business Insider
61,61,Diamond Naga Siu,"10 Things in Tech: How to make money on social media, Apple’s AI tax, and ChatGPT helps employees code faster","In today's edition: Amazon employees give up their stock, ChatGPT helps employees code, and more headlines.",https://www.businessinsider.com/amazon-youtube-facebook-bank-instagram-apple-twitter-tiktok-microsoft-2023-5,https://i.insider.com/646d02ccfee1b300197a6e79?width=1200&format=jpeg,2023-05-24 10:30:08,We made it to the middle of the week friends I m Diamond Naga Siu and I m a pretty calm person I love writing the newsletter but wanting it to be perfect makes me quite stressed out and anxious sometimes This unease is surprisingly common Almost half of Gen Zers feel that way all or most of the time at work according to a new study from Deloitte My colleague Sawdah Bhaimiya broke down the survey findings And she highlighted how Gen Zers and millennials are equally struggling to perform to their best abilities This is pretty bleak given that we still have full careers ahead of us So to prevent burnout I try improving my mental health with work life boundaries which Mark Cuban is super into by the way Now let s dive into today s tech If this was forwarded to you sign up here Download Insider s app here Satya Nadella Stephen Brashear Getty Images  Microsoft is currently a terrible place to work Leaked messages revealed that employees are internally expressing their unhappiness over pay cuts and low morale They re directly questioning executives through a variety of methods Some upset employees have shared their grievances via internal messaging boards Others have posed anonymous and pretty pointed questions during all hands meetings Why do they think it s appropriate to screw over their employees like this one employee asked Another wondered what the leadership team planned to do about low morale while adding that denial is not a strategy My colleague Ashley Stewart obtained a slew of leaked screenshots that show the internal ire at Microsoft Read their angry messages and questions here In other news Aileen Lee Ameet Shah Serena Williams Dan Teran Insider  Insider s annual Seed  Serena Williams Peter Thiel and other major names made the list of top early stage investors Each has a proven track record of picking startups that become successful Get the full list here  Apple will make hundreds of millions of dollars from ChatGPT The iPhone maker isn t a leader in generative AI But it ll still bring in big bucks from companies like OpenAI by taking  of whatever they reap from iOS apps More on Apple s AI tax here  How to make money on social media with as few as   followers Dozens of influencers shared with Insider how they make money from TikTok Instagram and YouTube Check out their top strategies and tips here  Amazon employees are giving up their stock Stock forfeiture is a hidden metric that reveals turnover rates at companies It s very high for Amazon More on the employee exodus index here Bonus Amazon employees reportedly plan a one day walkout in Seattle  Small banks are booming with belief After Silicon Valley Bank and First Republic both collapsed many experts thought only big banks could survive But many entrepreneurs are now forming brand new small banks Check out the optimistic trend here  Twitter TikTok and Facebook Meta are among the least reputable brands Meanwhile the study placed Apple and Amazon near the top Get the list of most and least reputable brands here Bonus Tesla plummeted  spots on the reputable brand list  ChatGPT helps employees complete weeks long coding tasks within days Freshworks CEO Girish Mathrubootham said the company uses ChatGPT to write code It s the latest example of how AI is making software development much more efficient More on the rapidfire coding here Odds and ends Tyler Le Insider  Say goodbye to ownership Companies think Peloton or Apple now commonly hold repairs and paid software over people s heads It prevents them from truly ever owning the devices More on the growing trend here  The  cheapest US cities These cities like South Bend Indiana and Greenville South Carolina sit at the intersection of quality and affordability They boast hiking trails great schools and other urban amenities Get the full list of cities here What we re watching today Curated by Diamond Naga Siu in San Diego Feedback or tips Email dsiu insider com or tweet diamondnagasiu Edited by Alistair Barr tweet alistairmbarr in San Francisco and Hallam Bullock tweet hallam bullock in London,business-insider,Business Insider
62,62,Diamond Naga Siu,"10 Things in Tech: TikTok is transforming comedy, Microsoft’s futuristic doctor visits, and Elon Musk announces a new Twitter CEO","In today's edition: ChatGPT helped this cardio-hater love running, the happiest employees, and more headlines.",https://www.businessinsider.com/iphone-twitter-tiktok-microsoft-nissan-doordash-chatgpt-runway-2023-5,https://i.insider.com/645d69a565275b0018b8185a?width=1200&format=jpeg,2023-05-12 10:56:06,It s a fabulous Friday friends I m Diamond Naga Siu and I m excited for Mother s Day this weekend I pride myself on being a good gift giver but have procrastinated buying a present this year If you also haven t bought a gift yet check out these  last minute gifts you could snag before Sunday obviously I m eyeing the pickleball starter set But before I go panic shopping let s dive into today s tech If this was forwarded to you sign up here Download Insider s app here Lakshmi Varanasi RunwayML  Generating photos and videos from text Forget ChatGPT My colleague Lakshmi Varanasi tested a buzzy AI service called Runway that can generate full videos from just a text prompt It was even used to create some scenes in the movie Everything Everywhere All At Once Lakshmi tested a variety of Runway s tools She asked it to make images of pink oranges and orange roses strewn across the Mojave Desert Lakshmi also tasked it with generating  portraits of her the photo above is one of them She found that using Runway feels similar to using OpenAI s controversial Dall E  or Stable Diffusion impressive but not perfect Here are  more generative AI companies by the way Lakshmi also experimented with using text prompts to edit images turn videos of people into claymation figurines and other high level edits Check out the photos and videos Runway generated for her here In other news In a conference presentation Andrea Barrett a physician assistant and Nuance consultant demonstrates products using generative AI Nuance  Microsoft gave Insider a preview of how AI and doctors can work together No AI isn t replacing doctors Instead it can transcribe doctor patient conversations pull up relevant medical history and do other medical related tasks Check up on the partnership here  A new chief Twit Elon Musk tweeted on Thursday that he s picked a new CEO for Twitter There are two possible candidates being floated one from inside the company and another from the media industry Read about the executives here  ChatGPT helped this cardio hating man get addicted to running Greg Mushen wanted a healthier lifestyle But he hated running every time he tried it So he asked ChatGPT to make a plan that would get him addicted to running Run over for his full experiment here  The happiest employees They job hopped during the pandemic Or they work hybrid remote roles A new survey of more than   workers found that   of them were satisfied with their jobs last year Check out the full findings here  TikTok is opening new doors for comedians They can now build an audience without the traditional physical constraints of a comedy club It s helped them ink six figure deals and made comedy a financially feasible career Dive into the industry s transformation here  DoorDash workers are threatening customers for more tips I m gonna go ahead and cancel this order if not one wrote Another blew up a customer s phone with question marks Get the story delivered here  Nissan s new electric Ariya SUV proves it s still a competitor in the electric race It s not the flashiest or most cutting edge EV out there But the Ariya is a stylish comfortable vehicle that s easy to get a hang of Drive over for the full details here Odds and ends Alyssa Powell Insider  The best iPhone  wallet cases Size and material are key factors to consider when choosing a wallet phone case Insider found the  best options on the market right now including the luxurious Mujjo Full Leather MagSafe case Get the full list here  Americans love living abroad This writer moved from Pennsylvania to Belize and discovered a newfound peace of mind Fly over for her experience here Meanwhile this woman left Miami for Pakistan where her quality of life is infinitely better Travel to her story here The latest people moves in tech Curated by Diamond Naga Siu in San Diego Feedback or tips Email dsiu insider com or tweet diamondnagasiu Edited by Alistair Barr tweet alistairmbarr in San Francisco and Hallam Bullock tweet hallam bullock in London,business-insider,Business Insider
63,63,Steven Levy,You’re Probably Underestimating AI Chatbots,"Just as the first iPhone reviews mostly missed the device’s huge potential, it’s folly to draw conclusions from today’s unrefined technology.",https://www.wired.com/story/plaintext-youre-probably-underestimating-ai-chatbots/,"https://media.wired.com/photos/645d37c10227ed23db8041a9/191:100/w_1280,c_limit/AI_biz_GettyImages-1372009287.jpg",2023-05-12 13:00:00,In the spring of  I was one of four journalists anointed by Steve Jobs to review the iPhone This was probably the most anticipated product in the history of tech What would it be like Was it a turning point for devices Looking back at my review today I am relieved to say it s not an embarrassment I recognized the device s generational significance But for all the praise I bestowed upon the iPhone I failed to anticipate its mind blowing secondary effects such as the volcanic melding of hardware operating system and apps or its hypnotic effect on our attention I did urge Apple to encourage outside developers to create new uses for the device Nor did I suggest we should expect the rise of services like Uber or TikTok or make any prediction that family dinners would turn into communal display centric trances Of course my primary job was to help people decide whether to spend  which was super expensive for a phone back then to buy the damn thing But reading the review now one might wonder why I spent time griping about AT T s network or the web browser s inability to handle Flash content That s like quibbling over what sandals to wear just as a three story tsunami is about to break I am reminded of my failure of foresight when reading about the experiences people are having with recent AI apps like large language model chatbots and AI image generators Quite rightfully people are obsessing about the impact of a sudden cavalcade of shockingly capable AI systems though scientists often note that these seemingly rapid breakthroughs have been decades in the making But as when I first pawed the iPhone in  we risk failing to anticipate the potential trajectories of our AI infused future by focusing too much on the current versions of products like Microsoft s Bing chat OpenAI s ChatGPT Anthropic s Claude and Google s Bard This fallacy can be clearly observed in what has become a new and popular media genre best described as prompt and pronounce The modus operandi is to attempt some task formerly limited to humans and then often disregarding the caveats provided by the inventors take it to an extreme The great sports journalist Red Smith once said that writing a column is easy you just open a vein and bleed But would be pundits now promote a bloodless version You just open a browser and prompt Note this newsletter was produced the old fashioned way by opening a vein Typically prompt and pronounce columns involve sitting down with one of these way early systems and seeing how well it replaces something previously limited to the realm of the human In a typical example a New York Times reporter used ChatGPT to answer all her work communications for an entire week The Wall Street Journal s product reviewer decided to clone her voice hey we did that first and appearance using AI to see if her algorithmic doppelg ngers could trick people into mistaking the fake for the real thing There are dozens of similar examples Generally those who stage such stunts come to two conclusions These models are amazing but they fall miserably short of what humans do best The emails fail to pick up workplace nuances The clones have one foot dragging in the uncanny valley Most damningly these text generators make things up when asked for factual information a phenomenon known as hallucinations that is the current bane of AI And it s a plain fact that the output of today s models often have a soulless quality In one sense it s scary will our future world be run by flawed mind children as roboticist Hans Moravec calls our digital successors But in another sense the shortcomings are comforting Sure AIs can now perform a lot of low level tasks and are unparalleled at suggesting plausible looking Disneyland trips and gluten free dinner party menus but the thinking goes the bots will always need us to make corrections and jazz up the prose,wired,Wired
